@relation data

@attribute MainActorName {"Amateur", "Star", "Super Star"}
@attribute SecondActorName {"Amateur", "Star", "Super Star"}
@attribute DirectorName {"Amateur", "Star", "Super Star"}
@attribute Genre1 {Action, Adventure, Animation, Comedy, Drama, Biography, Crime, Fantasy, Horror, Romance, Mystery, Family, Documentary}
@attribute Genre2 {Adventure, Animation, Family, Crime, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Romance, History, Musical, Music, Biography, Thriller, War, Documentary}
@attribute Genre3 {Fantasy, Sci-Fi, Romance, Comedy, Western, Family, Drama, Thriller, Horror, Crime, Animation, History, Mystery, Sport, War, Biography, Musical, Music, Documentary, Film-Noir}
@attribute CountryOfOrigin {"USA", "UK", "New Zealand", "Canada", "Germany", "Australia", "China", "France", "Japan", "Spain", "Hong Kong", "Czech Republic", "Peru", "South Korea", "India", "Aruba", "Denmark", "Belgium", "South Africa", "Romania", "Chile", "Italy", "Netherlands", "Hungary", "Russia", "Greece", "Ireland", "Taiwan", "Iran", "West Germany", "Georgia", "Mexico", "Iceland", "Thailand", "Brazil", "Norway", "Argentina", "Poland", "Israel", "Indonesia", "Sweden"}
@attribute Budget REAL
@attribute Result {Success, Fail}

@data
"Star", "Amateur", "Star", "Adventure", "Comedy", "Crime", "USA", 65000000, "Success"
"Super Star", "Star", "Star", "Drama", "Sci-Fi", "Thriller", "USA", 80000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Mystery", "USA", 75000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 70000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 80000000, "Success"
"Super Star", "Amateur", "Amateur", "Adventure", "Animation", "Family", "USA", 80000000, "Fail"
"Star", "Star", "Star", "Comedy", "Family", "Romance", "USA", 80000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Family", "USA", 80000000, "Fail"
"Super Star", "Star", "Star", "Drama", "Mystery", "Sci-Fi", "USA", 80000000, "Fail"
"Super Star", "Super Star", "Star", "Animation", "Comedy", "Family", "USA", 80000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Family", "USA", 90000000, "Fail"
"Star", "Amateur", "Star", "Action", "Adventure", "Western", "USA", 75000000, "Fail"
"Super Star", "Amateur", "Amateur", "Drama", "Fantasy", "Romance", "USA", 85000000, "Fail"
"Super Star", "Amateur", "Super Star", "Action", "Comedy", "Sci-Fi", "USA", 70000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Sci-Fi", "Thriller", "USA", 80000000, "Fail"
"Super Star", "Super Star", "Star", "Action", "Adventure", "Drama", "USA", 80000000, "Fail"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Family", "USA", 80000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Sci-Fi", "USA", 44000000, "Fail"
"Star", "Amateur", "Star", "Adventure", "Animation", "Comedy", "Germany", 80000000, "Fail"
"Super Star", "Super Star", "Star", "Action", "Adventure", "Sci-Fi", "USA", 80000000, "Fail"
"Star", "Amateur", "Star", "Adventure", "Comedy", "Drama", "Australia", 80000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Fantasy", "USA", 90000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Drama", "Canada", 80000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Drama", "USA", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Animation", "Comedy", "Family", "USA", 78000000, "Success"
"Super Star", "Super Star", "Star", "Crime", "Drama", "Thriller", "Germany", 78000000, "Fail"
"Super Star", "Super Star", "Star", "Action", "Adventure", "Western", "USA", 100000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Thriller", "USA", 76000000, "Success"
"Super Star", "Super Star", "Amateur", "Adventure", "Animation", "Drama", "France", 81200000, "Fail"
"Super Star", "Star", "Amateur", "Adventure", "Animation", "Comedy", "USA", 76000000, "Fail"
"Star", "Amateur", "Amateur", "Animation", "Comedy", "Family", "Japan", 75000000, "Success"
"Super Star", "Star", "Star", "Animation", "Comedy", "Family", "USA", 76000000, "Success"
"Super Star", "Star", "Star", "Action", "Adventure", "Sci-Fi", "USA", 75000000, "Success"
"Amateur", "Amateur", "Super Star", "Action", "Adventure", "Sci-Fi", "USA", 73000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 75000000, "Success"
"Super Star", "Super Star", "Star", "Action", "Crime", "Fantasy", "USA", 75000000, "Success"
"Super Star", "Star", "Super Star", "Action", "Adventure", "Thriller", "USA", 75000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Animation", "USA", 80000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Drama", "Family", "USA", 75000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "USA", 75000000, "Success"
"Super Star", "Amateur", "Star", "Crime", "Mystery", "Thriller", "USA", 75000000, "Success"
"Super Star", "Super Star", "Amateur", "Adventure", "Animation", "Comedy", "USA", 75000000, "Success"
"Amateur", "Amateur", "Star", "Drama", "Music", "Musical", "USA", 70000000, "Success"
"Super Star", "Star", "Star", "Comedy", "Crime", "Music", "USA", 53000000, "Fail"
"Amateur", "Amateur", "Super Star", "Drama", "History", "Thriller", "France", 70000000, "Fail"
"Super Star", "Star", "Star", "Action", "Drama", "Thriller", "USA", 70000000, "Fail"
"Super Star", "Star", "Star", "Action", "Comedy", "Romance", "USA", 75000000, "Fail"
"Super Star", "Amateur", "Star", "Comedy", "Drama", "Romance", "USA", 80000000, "Fail"
"Super Star", "Amateur", "Star", "Comedy", "Crime", "Drama", "USA", 80000000, "Fail"
"Super Star", "Star", "Star", "Action", "Drama", "Fantasy", "USA", 75000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Crime", "Drama", "USA", 52000000, "Fail"
"Super Star", "Star", "Star", "Action", "Adventure", "Animation", "USA", 75000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 75000000, "Fail"
"Star", "Amateur", "Star", "Action", "Adventure", "Drama", "USA", 45000000, "Fail"
"Super Star", "Super Star", "Super Star", "Drama", "Mystery", "Sci-Fi", "USA", 75000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Animation", "Comedy", "USA", 74000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Animation", "Comedy", "USA", 73000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Comedy", "USA", 70000000, "Fail"
"Star", "Amateur", "Star", "Action", "Drama", "Thriller", "USA", 70000000, "Fail"
"Super Star", "Star", "Star", "Action", "Comedy", "Sport", "USA", 73000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 72000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 75000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Drama", "Sport", "USA", 72000000, "Fail"
"Star", "Star", "Super Star", "Drama", "Mystery", "Romance", "USA", 60000000, "Success"
"Star", "Star", "Amateur", "Comedy", "Family", "Fantasy", "USA", 71500000, "Success"
"Amateur", "Amateur", "Super Star", "Drama", "Sci-Fi", "Thriller", "USA", 72000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 150000000, "Success"
"Star", "Amateur", "Star", "Adventure", "Animation", "Comedy", "USA", 120000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Thriller", "USA", 70000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 74000000, "Success"
"Super Star", "Super Star", "Super Star", "Adventure", "Drama", "War", "USA", 75000000, "Success"
"Super Star", "Super Star", "Super Star", "Adventure", "Comedy", "Family", "USA", 70000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Crime", "USA", 80000000, "Success"
"Super Star", "Amateur", "Star", "Fantasy", "Mystery", "Romance", "USA", 68000000, "Success"
"Star", "Amateur", "Super Star", "Drama", "Fantasy", "Mystery", "USA", 70000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Horror", "Sci-Fi", "USA", 60000000, "Success"
"Star", "Star", "Amateur", "Animation", "Comedy", "Family", "USA", 75000000, "Success"
"Star", "Amateur", "Star", "Action", "Drama", "History", "USA", 75000000, "Fail"
"Star", "Amateur", "Star", "Action", "Adventure", "Sci-Fi", "USA", 58000000, "Success"
"Super Star", "Star", "Super Star", "Adventure", "Drama", "Fantasy", "USA", 70000000, "Fail"
"Star", "Amateur", "Super Star", "Adventure", "Drama", "Sci-Fi", "USA", 69500000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Drama", "Fantasy", "USA", 70000000, "Fail"
"Super Star", "Amateur", "Star", "Adventure", "Biography", "Drama", "USA", 70000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 70000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Horror", "UK", 60000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "USA", 70000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Fantasy", "Horror", "USA", 70000000, "Fail"
"Amateur", "Amateur", "Star", "Comedy", "Drama", "Musical", "USA", 75000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Crime", "Thriller", "UK", 35000000, "Fail"
"Star", "Amateur", "Star", "Action", "Sci-Fi", "Sport", "USA", 70000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Drama", "USA", 70000000, "Fail"
"Star", "Amateur", "Star", "Action", "Adventure", "Animation", "USA", 70000000, "Fail"
"Star", "Star", "Amateur", "Adventure", "Animation", "Family", "USA", 70000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Mystery", "USA", 70000000, "Fail"
"Super Star", "Star", "Star", "Action", "Crime", "Mystery", "USA", 50000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Fantasy", "USA", 70000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Drama", "Thriller", "USA", 68000000, "Success"
"Super Star", "Super Star", "Star", "Adventure", "Drama", "Fantasy", "USA", 68000000, "Success"
"Super Star", "Star", "Star", "Animation", "Comedy", "Family", "USA", 69000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Comedy", "Fantasy", "USA", 65000000, "Fail"
"Super Star", "Amateur", "Super Star", "Action", "Drama", "Thriller", "USA", 70000000, "Fail"
"Star", "Star", "Star", "Action", "Fantasy", "Horror", "USA", 69000000, "Fail"
"Amateur", "Amateur", "Amateur", "Drama", "Mystery", "Sci-Fi", "USA", 66000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Fantasy", "UK", 35000000, "Fail"
"Super Star", "Super Star", "Super Star", "Action", "Drama", "War", "USA", 70000000, "Success"
"Star", "Amateur", "Star", "Comedy", "Fantasy", "Romance", "USA", 70000000, "Success"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 59000000, "Success"
"Super Star", "Amateur", "Super Star", "Biography", "Drama", "History", "USA", 65000000, "Success"
"Super Star", "Amateur", "Super Star", "Adventure", "Drama", "History", "USA", 62000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 60000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 65000000, "Success"
"Amateur", "Amateur", "Super Star", "Biography", "Drama", "Sport", "USA", 65000000, "Success"
"Super Star", "Amateur", "Super Star", "Action", "Adventure", "Thriller", "USA", 65000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Thriller", "USA", 70000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Crime", "Thriller", "USA", 50000000, "Success"
"Super Star", "Amateur", "Star", "Comedy", "Family", "Fantasy", "USA", 60000000, "Fail"
"Star", "Star", "Amateur", "Comedy", "Drama", "Family", "USA", 65000000, "Success"
"Super Star", "Amateur", "Amateur", "Comedy", "Crime", "Drama", "USA", 50100000, "Fail"
"Super Star", "Star", "Star", "Action", "Adventure", "Fantasy", "USA", 65000000, "Fail"
"Super Star", "Star", "Star", "Action", "Horror", "Sci-Fi", "Germany", 65000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Sci-Fi", "Thriller", "USA", 45000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 65000000, "Fail"
"Super Star", "Super Star", "Super Star", "Action", "Adventure", "Comedy", "USA", 65000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "USA", 70000000, "Fail"
"Star", "Star", "Amateur", "Action", "Crime", "Fantasy", "Canada", 43000000, "Fail"
"Super Star", "Star", "Star", "Drama", "Mystery", "Romance", "USA", 64000000, "Fail"
"Amateur", "Amateur", "Star", "Adventure", "Biography", "Drama", "UK", 55000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Comedy", "Crime", "USA", 63000000, "Success"
"Super Star", "Super Star", "Amateur", "Action", "Animation", "Comedy", "Hong Kong", 65000000, "Fail"
"Amateur", "Amateur", "Super Star", "Adventure", "Sci-Fi", "Thriller", "USA", 63000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 62000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Romance", "Sport", "USA", 62000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 42000000, "Fail"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 63000000, "Success"
"Super Star", "Super Star", "Super Star", "Action", "Drama", "Fantasy", "USA", 65000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Drama", "Family", "USA", 60000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 150000000, "Fail"
"Amateur", "Amateur", "Super Star", "Crime", "Drama", "Mystery", "USA", 61000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Mystery", "Thriller", "USA", 60000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Thriller", "UK", 58000000, "Success"
"Star", "Amateur", "Star", "Comedy", "Drama", "Sci-Fi", "USA", 60000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Comedy", "Crime", "USA", 61000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Comedy", "Family", "USA", 60000000, "Success"
"Super Star", "Super Star", "Star", "Action", "Crime", "Thriller", "USA", 60000000, "Success"
"Super Star", "Super Star", "Amateur", "Adventure", "Animation", "Comedy", "USA", 105000000, "Fail"
"Super Star", "Star", "Super Star", "Action", "Drama", "Sport", "USA", 60000000, "Success"
"Super Star", "Star", "Star", "Adventure", "Comedy", "Family", "USA", 60000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Sci-Fi", "Thriller", "USA", 61000000, "Success"
"Super Star", "Star", "Star", "Comedy", "Drama", "Fantasy", "USA", 60000000, "Success"
"Super Star", "Super Star", "Star", "Action", "Comedy", "Crime", "USA", 58000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Fantasy", "USA", 60000000, "Success"
"Star", "Star", "Amateur", "Action", "Drama", "Thriller", "USA", 55000000, "Success"
"Super Star", "Star", "Star", "Action", "Crime", "Mystery", "USA", 60000000, "Success"
"Star", "Amateur", "Star", "Action", "Sci-Fi", "Thriller", "USA", 60000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "USA", 60000000, "Fail"
"Super Star", "Amateur", "Super Star", "Action", "Crime", "Drama", "USA", 70000000, "Fail"
"Super Star", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 50000000, "Success"
"Super Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 60000000, "Fail"
"Super Star", "Star", "Amateur", "Adventure", "Animation", "Comedy", "UK", 60000000, "Fail"
"Super Star", "Super Star", "Star", "Biography", "Comedy", "Drama", "USA", 60000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Drama", "UK", 60000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 61000000, "Fail"
"Star", "Amateur", "Star", "Comedy", "Drama", "Fantasy", "USA", 48000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Adventure", "Animation", "Australia", 60000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 45000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Adventure", "Fantasy", "USA", 60000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 60000000, "Fail"
"Super Star", "Super Star", "Super Star", "Biography", "Drama", "History", "USA", 60000000, "Fail"
"Super Star", "Star", "Star", "Comedy", "Crime", "Romance", "USA", 60000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Family", "Sci-Fi", "USA", 65000000, "Fail"
"Super Star", "Super Star", "Amateur", "Adventure", "Animation", "Comedy", "Spain", 70000000, "Fail"
"Star", "Star", "Star", "Crime", "Drama", "Mystery", "UK", 80000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Crime", "Drama", "USA", 60000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Drama", "USA", 60000000, "Fail"
"Super Star", "Amateur", "Star", "Biography", "Drama", "Music", "UK", 60000000, "Fail"
"Super Star", "Super Star", "Star", "Adventure", "Comedy", "Drama", "USA", 60000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Fantasy", "Horror", "USA", 60000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Drama", "UK", 60000000, "Fail"
"Super Star", "Amateur", "Star", "Drama", "Fantasy", "Mystery", "USA", 60000000, "Fail"
"Star", "Star", "Amateur", "Fantasy", "Horror", "Mystery", "USA", 60000000, "Fail"
"Amateur", "Amateur", "Star", "Drama", "Horror", "Thriller", "USA", 30000000, "Fail"
"Star", "Star", "Amateur", "Adventure", "Family", "Fantasy", "Germany", 60000000, "Fail"
"Super Star", "Star", "Star", "Action", "Comedy", "Mystery", "UK", 60000000, "Fail"
"Super Star", "Amateur", "Star", "Adventure", "Drama", "Romance", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Drama", "War", "USA", 80000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "USA", 58000000, "Success"
"Super Star", "Amateur", "Super Star", "Action", "Biography", "Drama", "USA", 58800000, "Success"
"Star", "Star", "Amateur", "Adventure", "Comedy", "Family", "USA", 58000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Fantasy", "Romance", "USA", 58000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Family", "Romance", "USA", 60000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Thriller", "USA", 63000000, "Fail"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 58000000, "Fail"
"Super Star", "Star", "Star", "Action", "Adventure", "Horror", "Germany", 60000000, "Fail"
"Super Star", "Super Star", "Star", "Drama", "Mystery", "Thriller", "USA", 57000000, "Fail"
"Star", "Amateur", "Star", "Action", "Adventure", "Fantasy", "USA", 57000000, "Fail"
"Star", "Star", "Star", "Action", "Comedy", "Crime", "USA", 58000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Fantasy", "Thriller", "USA", 57000000, "Fail"
"Super Star", "Amateur", "Star", "Drama", "Music", "Romance", "UK", 57000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Comedy", "Drama", "Canada", 56000000, "Success"
"Star", "Amateur", "Amateur", "Animation", "Comedy", "Family", "USA", 60000000, "Success"
"Super Star", "Star", "Amateur", "Adventure", "Animation", "Drama", "USA", 55000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Drama", "USA", 55000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Romance", "Sci-Fi", "USA", 54000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "USA", 55000000, "Success"
"Super Star", "Amateur", "Star", "Biography", "Drama", "Thriller", "USA", 55000000, "Success"
"Super Star", "Super Star", "Star", "Comedy", "Crime", "Romance", "USA", 55000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 50000000, "Success"
"Super Star", "Super Star", "Star", "Action", "Crime", "Thriller", "USA", 55000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 55000000, "Success"
"Super Star", "Super Star", "Super Star", "Action", "Drama", "Thriller", "USA", 53000000, "Success"
"Amateur", "Amateur", "Star", "Drama", "Mystery", "Thriller", "USA", 55000000, "Success"
"Super Star", "Amateur", "Amateur", "Drama", "Fantasy", "Romance", "Germany", 55000000, "Success"
"Amateur", "Amateur", "Super Star", "Action", "Crime", "Drama", "USA", 30000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 55000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Thriller", "USA", 55000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 55000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Fantasy", "USA", 55000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 55000000, "Fail"
"Super Star", "Star", "Star", "Action", "Adventure", "Crime", "UK", 55000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Drama", "Horror", "USA", 55000000, "Fail"
"Amateur", "Amateur", "Amateur", "Animation", "Comedy", "Family", "UK", 55000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Sci-Fi", "USA", 68000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "UK", 55000000, "Fail"
"Super Star", "Amateur", "Super Star", "Crime", "Drama", "Mystery", "USA", 55000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Drama", "Sci-Fi", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Super Star", "Action", "Drama", "Sport", "USA", 55000000, "Fail"
"Super Star", "Amateur", "Star", "Drama", "Musical", "Romance", "UK", 70000000, "Fail"
"Amateur", "Amateur", "Amateur", "Drama", "History", "War", "USA", 56000000, "Fail"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Family", "USA", 55000000, "Fail"
"Star", "Star", "Amateur", "Adventure", "Comedy", "Crime", "USA", 50000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Comedy", "UK", 57000000, "Fail"
"Star", "Star", "Star", "Comedy", "Drama", "Romance", "USA", 57000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Romance", "USA", 54000000, "Success"
"Super Star", "Star", "Star", "Action", "Crime", "Thriller", "Germany", 46000000, "Success"
"Star", "Amateur", "Star", "Adventure", "Animation", "Drama", "USA", 50000000, "Fail"
"Star", "Amateur", "Star", "Drama", "Musical", "Romance", "USA", 52500000, "Fail"
"Super Star", "Amateur", "Amateur", "Crime", "Mystery", "Thriller", "USA", 53000000, "Fail"
"Super Star", "Super Star", "Star", "Biography", "Crime", "Drama", "USA", 53000000, "Fail"
"Super Star", "Amateur", "Super Star", "Drama", "History", "War", "USA", 90000000, "Fail"
"Super Star", "Star", "Star", "Crime", "Drama", "Thriller", "USA", 50000000, "Success"
"Amateur", "Amateur", "Star", "Drama", "History", "Horror", "USA", 55000000, "Fail"
"Super Star", "Star", "Star", "Drama", "Romance", "Sport", "USA", 55000000, "Fail"
"Super Star", "Super Star", "Super Star", "Biography", "Crime", "Drama", "USA", 52000000, "Success"
"Star", "Amateur", "Star", "Comedy", "Drama", "Romance", "USA", 52000000, "Success"
"Super Star", "Super Star", "Amateur", "Comedy", "Family", "Musical", "USA", 52000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 50000000, "Success"
"Super Star", "Amateur", "Super Star", "Biography", "Crime", "Drama", "USA", 52000000, "Fail"
"Super Star", "Super Star", "Star", "Adventure", "Drama", "Fantasy", "USA", 50000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 60000000, "Success"
"Super Star", "Amateur", "Amateur", "Romance", "Sci-Fi", "Thriller", "USA", 50200000, "Success"
"Super Star", "Super Star", "Amateur", "Action", "Adventure", "Drama", "USA", 48000000, "Success"
"Super Star", "Amateur", "Star", "Comedy", "Drama", "Romance", "USA", 50000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Drama", "Romance", "USA", 50000000, "Success"
"Super Star", "Super Star", "Star", "Biography", "Comedy", "Drama", "USA", 50000000, "Success"
"Star", "Amateur", "Super Star", "Mystery", "Sci-Fi", "Thriller", "USA", 50000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 50000000, "Success"
"Super Star", "Super Star", "Star", "Drama", "Fantasy", "Horror", "USA", 60000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 50000000, "Success"
"Super Star", "Super Star", "Star", "Adventure", "Comedy", "Drama", "USA", 50000000, "Success"
"Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 50000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Mystery", "USA", 50000000, "Success"
"Super Star", "Amateur", "Star", "Drama", "Mystery", "Sci-Fi", "USA", 50000000, "Success"
"Super Star", "Super Star", "Amateur", "Comedy", "Drama", "Romance", "USA", 50000000, "Success"
"Super Star", "Amateur", "Amateur", "Animation", "Comedy", "Family", "USA", 35000000, "Success"
"Super Star", "Super Star", "Star", "Biography", "Drama", "Sport", "USA", 50000000, "Success"
"Super Star", "Super Star", "Star", "Action", "Drama", "Thriller", "USA", 50000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Mystery", "Thriller", "UK", 50000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Family", "USA", 65000000, "Fail"
"Super Star", "Star", "Amateur", "Adventure", "Animation", "Comedy", "USA", 50000000, "Fail"
"Star", "Amateur", "Amateur", "Crime", "Drama", "Mystery", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Fantasy", "Horror", "Germany", 50000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Sci-Fi", "USA", 60000000, "Fail"
"Amateur", "Amateur", "Super Star", "Action", "Drama", "Thriller", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 50000000, "Fail"
"Super Star", "Star", "Super Star", "Action", "Crime", "Drama", "USA", 50000000, "Fail"
"Super Star", "Star", "Super Star", "Action", "Drama", "War", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "Germany", 50000000, "Fail"
"Super Star", "Amateur", "Star", "Comedy", "Fantasy", "Horror", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Horror", "Sci-Fi", "Germany", 45000000, "Fail"
"Super Star", "Star", "Amateur", "Comedy", "Drama", "Romance", "UK", 40000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Crime", "Drama", "USA", 40000000, "Fail"
"Super Star", "Amateur", "Amateur", "Crime", "Mystery", "Thriller", "USA", 50000000, "Fail"
"Super Star", "Super Star", "Star", "Action", "Crime", "Thriller", "France", 50000000, "Fail"
"Super Star", "Star", "Super Star", "Action", "Crime", "Drama", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Animation", "USA", 70000000, "Fail"
